open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-04-02 11:00:00,84867.92,84985.77,84547.08,84566.91,463.52271,2025-04-02 11:59:59.999,39299369.2645434,95087,176.15828,14937984.0162911,0
2025-04-02 12:00:00,84566.91,85054.78,84462.69,85049.99,742.57082,2025-04-02 12:59:59.999,62936081.8489417,140973,371.01621,31452893.6693456,0
2025-04-02 13:00:00,85049.99,86136.36,84471.76,85215.82,2792.28052,2025-04-02 13:59:59.999,238657566.8307298,418244,1617.66094,138278827.7036991,0
2025-04-02 14:00:00,85215.79,86000.0,85181.52,85877.75,2062.01342,2025-04-02 14:59:59.999,176645260.6016038,321623,1138.93028,97573035.2907774,0
2025-04-02 15:00:00,85877.74,87333.0,85811.2,86757.67,5585.70214,2025-04-02 15:59:59.999,484791293.9482131,604816,2989.29718,259404727.62709233,0
2025-04-02 16:00:00,86757.67,87221.99,86589.58,87065.18,2549.14196,2025-04-02 16:59:59.999,221513874.89646712,321594,1574.83606,136866547.70605,0
2025-04-02 17:00:00,87065.19,87333.0,86350.0,86615.33,2025.44811,2025-04-02 17:59:59.999,176041090.2793043,300238,1086.76852,94498636.0702005,0
2025-04-02 18:00:00,86615.33,86751.79,86212.4,86286.02,685.2329,2025-04-02 18:59:59.999,59256106.6000153,152747,319.29845,27610889.2436876,0
2025-04-02 19:00:00,86286.03,87000.0,86186.19,86900.02,812.77336,2025-04-02 19:59:59.999,70269829.1602253,166336,409.07757,35378382.9450725,0
2025-04-02 20:00:00,86900.01,88500.0,85228.39,85659.99,7832.63499,2025-04-02 20:59:59.999,679639763.8336288,818746,4411.43061,383177694.80126,0
2025-04-02 21:00:00,85659.99,85743.22,84207.26,84855.99,1793.31035,2025-04-02 21:59:59.999,151929699.431178,261078,779.29959,66000942.3016686,0
2025-04-02 22:00:00,84855.98,84855.98,82682.0,82821.59,3036.67427,2025-04-02 22:59:59.999,253421410.138778,376822,1201.53328,100232205.5011417,0
2025-04-02 23:00:00,82821.6,82845.42,82320.0,82516.29,2829.6448,2025-04-02 23:59:59.999,233687584.9742982,254651,1315.4543,108657476.031315,0
2025-04-03 00:00:00,82516.28,83424.72,82175.98,83227.55,1848.78037,2025-04-03 00:59:59.999,153296692.5796149,256257,1030.11407,85441134.070876,0
2025-04-03 01:00:00,83227.55,83998.02,83099.99,83761.62,1735.38082,2025-04-03 01:59:59.999,145093550.5442017,183785,1063.1458,88889266.7473284,0
2025-04-03 02:00:00,83761.63,83894.91,83278.99,83768.01,1422.27146,2025-04-03 02:59:59.999,118871487.4084492,158548,654.92006,54736760.6214338,0
2025-04-03 03:00:00,83768.0,83792.58,83349.65,83483.97,638.13813,2025-04-03 03:59:59.999,53317245.5880928,89315,317.09798,26494564.6013122,0
2025-04-03 04:00:00,83483.97,83735.85,83263.05,83558.8,630.55266,2025-04-03 04:59:59.999,52640978.0231239,90666,262.32098,21903395.2302228,0
2025-04-03 05:00:00,83558.81,83709.48,83343.74,83343.75,457.59497,2025-04-03 05:59:59.999,38211506.1448799,83901,205.45896,17157845.2904008,0
2025-04-03 06:00:00,83343.75,83415.47,83008.74,83058.65,568.50834,2025-04-03 06:59:59.999,47322493.7558832,101884,237.86649,19803318.0503379,0
2025-04-03 07:00:00,83058.65,83498.1,83000.0,83456.75,774.52407,2025-04-03 07:59:59.999,64463577.3471356,140624,437.33342,36412197.9760198,0
2025-04-03 08:00:00,83456.76,83788.23,83456.74,83679.99,821.93677,2025-04-03 08:59:59.999,68742267.5207039,135374,460.64278,38525219.345831,0
2025-04-03 09:00:00,83680.0,83766.69,83449.92,83483.05,539.18541,2025-04-03 09:59:59.999,45097884.7911097,82729,277.18183,23185347.5484354,0
2025-04-03 10:00:00,83483.04,83749.99,83152.25,83220.01,1239.61616,2025-04-03 10:59:59.999,103443806.7068491,175437,698.76811,58316379.8997925,0
2025-04-03 11:00:00,83220.01,83347.39,83047.0,83096.01,608.06162,2025-04-03 11:59:59.999,50563482.8131837,126332,293.52902,24409029.0505552,0
2025-04-03 12:00:00,83096.01,83147.95,81889.3,81949.06,1872.33047,2025-04-03 12:59:59.999,154331919.5615047,257085,751.62393,61938099.3487816,0
2025-04-03 13:00:00,81949.06,82792.46,81793.06,82373.58,2339.5139,2025-04-03 13:59:59.999,192314418.959695,385392,1231.50645,101271793.2985349,0
2025-04-03 14:00:00,82373.57,82403.5,81314.61,81532.0,2364.56,2025-04-03 14:59:59.999,193640151.5462772,424422,1064.67367,87228949.6478495,0
2025-04-03 15:00:00,81532.0,82101.42,81211.24,82039.31,2246.65433,2025-04-03 15:59:59.999,183622821.6960302,297119,1127.71216,92190880.9154328,0
2025-04-03 16:00:00,82039.32,82448.21,81715.55,81830.56,1010.18098,2025-04-03 16:59:59.999,82962663.797338,232064,502.48273,41274888.6990639,0
2025-04-03 17:00:00,81830.56,82191.11,81630.74,81830.01,889.36672,2025-04-03 17:59:59.999,72813550.1662118,169687,502.90033,41173914.4173233,0
2025-04-03 18:00:00,81830.01,82317.99,81540.0,82109.45,990.19965,2025-04-03 18:59:59.999,81067824.9278951,159424,393.85377,32252913.8086473,0
2025-04-03 19:00:00,82109.45,82362.41,81829.57,82008.7,1247.72636,2025-04-03 19:59:59.999,102425875.2729174,194895,669.60991,54972614.6418302,0
2025-04-03 20:00:00,82009.76,82421.49,81800.0,82363.99,1289.97749,2025-04-03 20:59:59.999,105834327.8717953,109566,748.07099,61381726.6989751,0
2025-04-03 21:00:00,82363.99,82864.0,82333.87,82717.54,615.38965,2025-04-03 21:59:59.999,50783273.0183417,78164,346.22504,28576853.7732093,0
2025-04-03 22:00:00,82717.54,82869.99,82589.61,82743.46,432.33176,2025-04-03 22:59:59.999,35772978.9698246,96396,258.03665,21350143.7017552,0
2025-04-03 23:00:00,82743.46,83332.2,82510.83,83213.09,755.05926,2025-04-03 23:59:59.999,62664945.8533341,88420,416.45279,34552161.2358525,0
2025-04-04 00:00:00,83213.09,83413.46,83000.02,83046.32,1239.49006,2025-04-04 00:59:59.999,103119852.9395043,129390,911.40328,75820213.7683958,0
2025-04-04 01:00:00,83046.32,83358.5,82577.63,82695.91,989.86653,2025-04-04 01:59:59.999,82071185.6378866,131735,460.1796,38142308.5317765,0
2025-04-04 02:00:00,82695.9,83186.96,82695.9,82910.86,396.19722,2025-04-04 02:59:59.999,32862013.4272719,97820,225.66961,18711763.3054261,0
2025-04-04 03:00:00,82910.86,83069.96,82679.55,82818.52,416.14503,2025-04-04 03:59:59.999,34470364.1737953,95790,184.76812,15303414.9965417,0
2025-04-04 04:00:00,82818.53,82920.19,82615.36,82720.32,664.54369,2025-04-04 04:59:59.999,54997041.0655049,66743,167.53985,13865353.523308,0
2025-04-04 05:00:00,82720.32,83212.17,82642.29,83200.0,628.6749,2025-04-04 05:59:59.999,52185967.326552,79097,337.62732,28028715.93388,0
2025-04-04 06:00:00,83200.0,83264.16,83041.95,83054.72,400.85192,2025-04-04 06:59:59.999,33342146.0927471,68618,194.76184,16198768.9273607,0
2025-04-04 07:00:00,83054.73,84000.0,83050.0,83992.85,1397.79534,2025-04-04 07:59:59.999,116947735.8085518,156819,941.55086,78784794.5386226,0
2025-04-04 08:00:00,83992.85,84650.0,83992.85,84415.99,1616.22236,2025-04-04 08:59:59.999,136346656.5818239,186932,884.51538,74617504.1326619,0
2025-04-04 09:00:00,84416.0,84720.0,84126.16,84571.38,882.78102,2025-04-04 09:59:59.999,74522631.3886054,116463,398.76457,33677309.5194732,0
2025-04-04 10:00:00,84571.38,84690.0,82416.72,82567.03,4808.43362,2025-04-04 10:59:59.999,399828222.91599935,492980,1661.48264,138281341.4023403,0
2025-04-04 11:00:00,82565.21,82768.09,81659.0,82680.45,2375.09853,2025-04-04 11:59:59.999,195284537.4640051,350615,1021.65965,84002437.3530503,0
2025-04-04 12:00:00,82680.44,83200.0,82222.0,82879.99,2300.22439,2025-04-04 12:59:59.999,190159042.014011,339275,1176.91283,97304399.8666962,0
2025-04-04 13:00:00,82879.99,83507.19,82143.48,83335.99,2211.6312,2025-04-04 13:59:59.999,183108836.100583,415972,1150.41707,95268006.7712526,0
2025-04-04 14:00:00,83335.99,83510.0,81849.05,82573.98,2330.63991,2025-04-04 14:59:59.999,192578128.07416233,452143,1130.73397,93452042.4883491,0
2025-04-04 15:00:00,82573.98,83716.0,82488.88,82860.0,3250.10909,2025-04-04 15:59:59.999,270383356.16154766,497967,1560.65123,129842834.3028051,0
2025-04-04 16:00:00,82860.0,83555.0,82736.0,83392.7,1380.46968,2025-04-04 16:59:59.999,114837038.411713,304017,705.03861,58660854.1746568,0
2025-04-04 17:00:00,83392.69,84620.01,82965.78,84460.0,2047.81796,2025-04-04 17:59:59.999,172003775.8210945,295936,1149.65329,96603203.984715,0
2025-04-04 18:00:00,84459.99,84584.91,83725.14,83989.87,1110.66034,2025-04-04 18:59:59.999,93350663.6920668,254102,507.57789,42658451.486238,0
2025-04-04 19:00:00,83989.86,84460.0,83788.0,84009.99,835.2368,2025-04-04 19:59:59.999,70284307.2869252,213512,406.13306,34179222.7618653,0
2025-04-04 20:00:00,84010.0,84282.0,83492.95,84164.02,600.66797,2025-04-04 20:59:59.999,50405937.5232021,112618,268.21954,22510250.0592288,0
2025-04-04 21:00:00,84164.02,84450.0,83941.42,84185.8,427.97348,2025-04-04 21:59:59.999,36042386.3476402,57130,232.66965,19598345.1990526,0
2025-04-04 22:00:00,84185.81,84271.28,84018.86,84056.74,252.04879,2025-04-04 22:59:59.999,21207355.9899022,35084,88.93346,7482850.232691,0
2025-04-04 23:00:00,84056.75,84100.0,83650.11,83889.87,351.95993,2025-04-04 23:59:59.999,29503484.1816411,41828,129.32447,10837659.0043004,0
2025-04-05 00:00:00,83889.87,83889.88,83395.46,83787.6,475.6726,2025-04-05 00:59:59.999,39789616.3078368,54736,160.54176,13428602.2720422,0
2025-04-05 01:00:00,83787.6,84266.0,83786.86,83979.87,382.38928,2025-04-05 01:59:59.999,32144719.620975,68320,207.50881,17440221.2360616,0
2025-04-05 02:00:00,83979.88,84094.57,83799.92,83976.61,371.16159,2025-04-05 02:59:59.999,31164723.8091153,61544,149.32386,12538808.503564,0
2025-04-05 03:00:00,83976.61,83976.61,83621.73,83624.01,476.5291,2025-04-05 03:59:59.999,39921039.8995541,54705,206.57963,17304967.2461047,0
2025-04-05 04:00:00,83624.01,83868.0,83608.8,83677.75,332.91219,2025-04-05 04:59:59.999,27881021.4593077,44889,133.33851,11166539.187717,0
2025-04-05 05:00:00,83677.75,83863.36,83630.69,83688.67,231.14548,2025-04-05 05:59:59.999,19359822.8486814,85387,88.09947,7379080.6407765,0
2025-04-05 06:00:00,83688.68,83724.39,83336.09,83477.3,394.8109,2025-04-05 06:59:59.999,32982263.7791885,56034,140.73079,11757994.9906871,0
2025-04-05 07:00:00,83477.3,83558.65,83297.66,83525.34,322.08166,2025-04-05 07:59:59.999,26866672.3552402,33301,117.56771,9809804.3496129,0
2025-04-05 08:00:00,83525.33,83648.63,83359.64,83519.96,287.89755,2025-04-05 08:59:59.999,24044104.4790657,65193,123.90104,10348052.6084415,0
2025-04-05 09:00:00,83519.97,83865.1,83519.76,83843.29,329.66419,2025-04-05 09:59:59.999,27599405.1420616,46863,207.12148,17341487.1755246,0
2025-04-05 10:00:00,83843.28,83894.7,83579.27,83641.51,209.98682,2025-04-05 10:59:59.999,17583558.3250318,53010,91.20344,7636760.8612299,0
2025-04-05 11:00:00,83641.5,83700.52,83443.47,83452.69,405.74172,2025-04-05 11:59:59.999,33899273.017432,48057,155.75545,13017786.9033451,0
2025-04-05 12:00:00,83452.69,83550.68,83121.77,83281.41,447.96567,2025-04-05 12:59:59.999,37329960.9205887,60228,186.59676,15552807.654438,0
2025-04-05 13:00:00,83281.41,83335.56,82519.37,82755.29,932.44573,2025-04-05 13:59:59.999,77240297.9701443,152031,355.21513,29411419.3961483,0
2025-04-05 14:00:00,82755.29,83026.0,82672.33,82914.67,391.75612,2025-04-05 14:59:59.999,32461971.9186616,92199,220.8534,18300325.8360291,0
2025-04-05 15:00:00,82914.67,82914.67,82379.95,82618.26,804.80511,2025-04-05 15:59:59.999,66475543.5771683,94488,314.27274,25956304.9800072,0
2025-04-05 16:00:00,82618.25,82827.37,82607.05,82739.96,246.00324,2025-04-05 16:59:59.999,20344951.1788606,58236,119.64867,9895596.8059485,0
2025-04-05 17:00:00,82739.96,82953.2,82681.65,82869.53,200.38381,2025-04-05 17:59:59.999,16601460.4936434,51602,107.38585,8896342.0749341,0
2025-04-05 18:00:00,82869.53,83109.46,82854.8,83036.13,308.68973,2025-04-05 18:59:59.999,25626303.3343445,59898,160.69533,13341513.2918518,0
2025-04-05 19:00:00,83036.14,83146.0,82779.62,82860.0,219.10666,2025-04-05 19:59:59.999,18181822.7221145,50885,79.64703,6609260.2210812,0
2025-04-05 20:00:00,82859.99,83113.67,82833.0,83075.47,404.2801,2025-04-05 20:59:59.999,33549350.6750811,72524,133.13395,11046031.2676216,0
2025-04-05 21:00:00,83075.48,83237.34,82902.53,82913.89,332.10636,2025-04-05 21:59:59.999,27588542.7152654,91320,136.62988,11350101.318171,0
2025-04-05 22:00:00,82913.88,83212.18,82913.88,83188.41,389.57973,2025-04-05 22:59:59.999,32354838.1308064,55554,180.29149,14971804.8731102,0
2025-04-05 23:00:00,83188.4,83688.0,83128.73,83537.99,463.28934,2025-04-05 23:59:59.999,38635313.2211747,64746,253.6044,21153000.0332703,0
2025-04-06 00:00:00,83537.99,83620.01,83422.91,83527.22,286.56934,2025-04-06 00:59:59.999,23932101.1524434,62652,140.14756,11704068.7916647,0
2025-04-06 01:00:00,83527.22,83817.63,83422.0,83428.97,364.62107,2025-04-06 01:59:59.999,30493670.5559343,50520,216.27824,18095476.3455818,0
2025-04-06 02:00:00,83428.98,83494.43,83274.88,83300.01,242.19659,2025-04-06 02:59:59.999,20195975.8297026,30038,96.1066,8014227.8259945,0
2025-04-06 03:00:00,83300.01,83403.46,83163.45,83344.14,316.06865,2025-04-06 03:59:59.999,26325727.8654085,39166,147.28576,12269951.2009562,0
2025-04-06 04:00:00,83344.14,83500.0,83233.04,83499.99,204.86026,2025-04-06 04:59:59.999,17079235.1979859,39332,116.37416,9703587.3839911,0
2025-04-06 05:00:00,83499.99,83533.01,83312.02,83450.01,301.5538,2025-04-06 05:59:59.999,25160406.657563,34479,118.21799,9863851.5536862,0
2025-04-06 06:00:00,83450.0,83468.0,83110.23,83110.24,211.74296,2025-04-06 06:59:59.999,17637257.8172966,41374,86.62986,7217401.4525492,0
2025-04-06 07:00:00,83110.24,83207.22,83024.96,83024.96,287.04301,2025-04-06 07:59:59.999,23854494.5692262,48870,105.03099,8728412.0693093,0
2025-04-06 08:00:00,83024.97,83051.33,82727.27,83034.26,452.85296,2025-04-06 08:59:59.999,37548715.1091456,84374,199.42732,16535615.1911006,0
2025-04-06 09:00:00,83034.27,83172.0,82933.96,83075.15,141.85704,2025-04-06 09:59:59.999,11781959.9094076,40944,69.94345,5809241.7185392,0
2025-04-06 10:00:00,83075.15,83075.15,82716.49,82870.25,266.71228,2025-04-06 10:59:59.999,22096840.0170513,65595,102.08588,8457010.6603346,0
2025-04-06 11:00:00,82870.26,82921.48,82666.0,82855.99,346.58534,2025-04-06 11:59:59.999,28681454.3434037,61526,166.27273,13759380.4720175,0
2025-04-06 12:00:00,82855.99,82981.14,82642.39,82697.99,379.84754,2025-04-06 12:59:59.999,31454109.256165,92717,176.10045,14582283.4105715,0
2025-04-06 13:00:00,82698.0,82839.87,82230.43,82306.01,877.13597,2025-04-06 13:59:59.999,72374690.0869609,174948,439.59742,36282102.9966026,0
2025-04-06 14:00:00,82306.01,82793.0,82217.83,82667.07,748.43351,2025-04-06 14:59:59.999,61741507.305599,135468,425.27482,35081204.1868875,0
2025-04-06 15:00:00,82667.08,82819.74,82400.0,82548.36,525.55568,2025-04-06 15:59:59.999,43402447.2512418,103729,291.97991,24114960.2038983,0
2025-04-06 16:00:00,82548.36,82554.15,81920.0,81970.0,1125.6903,2025-04-06 16:59:59.999,92508301.5580665,152940,413.42774,33998380.0056451,0
2025-04-06 17:00:00,81969.99,81982.43,80562.0,80808.81,2740.82185,2025-04-06 17:59:59.999,223026413.92670193,326944,1026.21226,83557550.3381717,0
2025-04-06 18:00:00,80808.81,80808.81,78694.99,79107.3,4445.72747,2025-04-06 18:59:59.999,354622381.9534017,544706,1831.85633,146121200.5897259,0
2025-04-06 19:00:00,79107.29,79859.73,78839.89,79614.35,1892.03092,2025-04-06 19:59:59.999,150270922.5970014,363468,971.97403,77208496.6269614,0
2025-04-06 20:00:00,79614.34,79890.16,78539.44,78867.99,2279.67564,2025-04-06 20:59:59.999,180448534.25299472,336012,1000.89822,79235864.5319625,0
2025-04-06 21:00:00,78867.99,79681.81,78720.0,78950.61,1342.55207,2025-04-06 21:59:59.999,106320435.6349031,230511,698.47275,55313844.2442136,0
2025-04-06 22:00:00,78950.61,79130.44,77800.0,78063.66,4224.44881,2025-04-06 22:59:59.999,331759029.09944874,463534,1782.19667,140097909.3951663,0
2025-04-06 23:00:00,78063.67,78709.16,77153.83,78430.0,3938.1313,2025-04-06 23:59:59.999,306368439.2059111,424646,1872.05376,145707552.2989348,0
2025-04-07 00:00:00,78430.0,78520.0,77419.9,78327.87,2646.04264,2025-04-07 00:59:59.999,206354885.67319208,370277,1373.1845,107113232.5108672,0
2025-04-07 01:00:00,78327.86,79347.46,78318.0,79142.01,2024.95477,2025-04-07 01:59:59.999,159790839.7213087,376366,1048.83893,82758594.4989534,0
2025-04-07 02:00:00,79142.01,79220.0,78392.15,78447.42,1208.89648,2025-04-07 02:59:59.999,95211281.8564259,216786,520.72262,41021154.2046923,0
2025-04-07 03:00:00,78447.42,78507.81,77354.0,77707.77,2435.51362,2025-04-07 03:59:59.999,189639587.16725647,350880,1218.85192,94900847.9908415,0
2025-04-07 04:00:00,77707.78,77984.0,76666.0,76989.92,3062.66495,2025-04-07 04:59:59.999,236306722.221763,507061,1316.20373,101612320.8675002,0
2025-04-07 05:00:00,76989.92,77500.0,76666.01,76942.82,2272.40108,2025-04-07 05:59:59.999,175137972.509606,383399,1170.5572,90267348.3782034,0
2025-04-07 06:00:00,76942.82,77299.99,74555.0,74810.01,9248.78671,2025-04-07 06:59:59.999,697983479.0134372,743720,3964.34256,299119183.3563383,0
2025-04-07 07:00:00,74810.0,75491.06,74508.0,75126.01,4359.45526,2025-04-07 07:59:59.999,326922013.6750212,573524,2406.81186,180493172.147814,0
2025-04-07 08:00:00,75126.01,76843.47,75085.74,76266.89,3895.35955,2025-04-07 08:59:59.999,296499935.4804334,500213,2320.82514,176599349.7071191,0
2025-04-07 09:00:00,76266.88,76792.0,75744.08,76274.56,2059.59344,2025-04-07 09:59:59.999,157191325.4849613,357073,1076.14067,82173031.3174624,0
2025-04-07 10:00:00,76274.55,77577.88,76143.82,76983.6,2616.79525,2025-04-07 10:59:59.999,201618942.2443076,416892,1398.33721,107720785.7951676,0
2025-04-07 11:00:00,76983.61,77400.0,76423.27,76685.62,1472.78494,2025-04-07 11:59:59.999,113231516.2527482,276844,657.06395,50529071.3002678,0
2025-04-07 12:00:00,76685.62,77666.0,76410.62,77335.89,2701.16859,2025-04-07 12:59:59.999,208280562.0100082,443920,1335.43862,103000695.232455,0
2025-04-07 13:00:00,77335.88,78498.93,75789.01,78365.47,4749.87831,2025-04-07 13:59:59.999,366463752.9041982,591591,2416.16067,186652121.10792032,0
2025-04-07 14:00:00,78365.48,81243.58,77870.01,79033.11,15098.55422,2025-04-07 14:59:59.999,1195859732.6200385,1112693,7740.85649,613267985.79811,0
2025-04-07 15:00:00,79033.11,79376.0,77530.0,78479.9,5159.37034,2025-04-07 15:59:59.999,404655957.04479915,587856,2464.88366,193363967.1174908,0
2025-04-07 16:00:00,78479.91,78584.21,77313.2,77434.01,2210.73067,2025-04-07 16:59:59.999,172451119.9291328,377854,873.5357,68180087.4069917,0
2025-04-07 17:00:00,77434.01,79200.0,77434.0,79074.5,3328.43357,2025-04-07 17:59:59.999,261311100.5220446,430957,1854.97292,145664764.8357542,0
2025-04-07 18:00:00,79076.08,79365.46,78277.77,78484.91,1817.82881,2025-04-07 18:59:59.999,143377349.2151533,302941,870.85955,68706173.3899412,0
2025-04-07 19:00:00,78484.91,78961.92,78019.9,78130.44,1473.92792,2025-04-07 19:59:59.999,115615214.4274126,270421,706.81272,55449869.4662599,0
